firma	bulstat	fobshtina	fgrad	vei	vobshtina	vgrad	moshtnost	vavejdane	podpomagane	mw	code	dostavchik
”ВЕЦ Енергия Холдинг” ЕАД	201646079	Столична	София	ВЕЦ ”Катунци”	Сандански	с. Катунци	3.45	2006	няма	1559	ВЕХД02ВД0000/ЕЛ/010412/300412/001559	ЧЕЗ Електро България АД
”ВЕЦ Енергия Холдинг” ЕАД	201646079	Столична	София	ВЕЦ ”Катунци”	Сандански	с. Катунци	3.45	2006	няма	1865	ВЕХД02ВД0000/ЕЛ/010512/310512/001865	ЧЕЗ Електро България АД
”ВЕЦ Енергия Холдинг” ЕАД	201646079	Столична	София	ВЕЦ ”Катунци”	Сандански	с. Катунци	3.45	2006	няма	1328	ВЕХД02ВД0000/ЕЛ/010612/300612/001328	ЧЕЗ Електро България АД
”ВЕЦ Енергия Холдинг” ЕАД	201646079	Столична	София	ВЕЦ ”Катунци”	Сандански	с. Катунци	3.45	2006	няма	345	ВЕХД02ВД0000/ЕЛ/010712/310712/000345	ЧЕЗ Електро България АД
”ВЕЦ Енергия Холдинг” ЕАД	201646079	Столична	София	ВЕЦ ”Катунци”	Сандански	с. Катунци	3.45	2006	няма	317	ВЕХД02ВД0000/ЕЛ/010812/310812/000317	ЧЕЗ Електро България АД
”ВЕЦ Енергия Холдинг” ЕАД	201646079	Столична	София	ВЕЦ ”Катунци”	Сандански	с. Катунци	3.45	2006	няма	370	ВЕХД02ВД0000/ЕЛ/010912/300912/000370	ЧЕЗ Електро България АД
”ВЕЦ Енергия Холдинг” ЕАД	201646079	Столична	София	ВЕЦ ”Катунци”	Сандански	с. Катунци	3.45	2006	няма	542	ВЕХД02ВД0000/ЕЛ/011012/311012/000542	ЧЕЗ Електро България АД
”ВЕЦ Енергия Холдинг” ЕАД	201646079	Столична	София	ВЕЦ ”Катунци”	Сандански	с. Катунци	3.45	2006	няма	956	ВЕХД02ВД0000/ЕЛ/011112/301112/000956	ЧЕЗ Електро България АД
”ВЕЦ Енергия Холдинг” ЕАД	201646079	Столична	София	ВЕЦ ”Славова”	Благоевград	с. Бистрица	1.7	2010	няма	19	ВЕХД03ВД0000/ЕЛ/010112/310112/000019	ЧЕЗ Електро България АД
”ВЕЦ Енергия Холдинг” ЕАД	201646079	Столична	София	ВЕЦ ”Славова”	Благоевград	с. Бистрица	1.7	2010	няма	25	ВЕХД03ВД0000/ЕЛ/010212/290212/000025	ЧЕЗ Електро България АД
”ВЕЦ Енергия Холдинг” ЕАД	201646079	Столична	София	ВЕЦ ”Славова”	Благоевград	с. Бистрица	1.7	2010	няма	73	ВЕХД03ВД0000/ЕЛ/010312/310312/000073	ЧЕЗ Електро България АД
”ВЕЦ Енергия Холдинг” ЕАД	201646079	Столична	София	ВЕЦ ”Славова”	Благоевград	с. Бистрица	1.7	2010	няма	713	ВЕХД03ВД0000/ЕЛ/010412/300412/000713	ЧЕЗ Електро България АД
”ВЕЦ Енергия Холдинг” ЕАД	201646079	Столична	София	ВЕЦ ”Славова”	Благоевград	с. Бистрица	1.7	2010	няма	1183	ВЕХД03ВД0000/ЕЛ/010512/310512/001183	ЧЕЗ Електро България АД
”ВЕЦ Енергия Холдинг” ЕАД	201646079	Столична	София	ВЕЦ ”Славова”	Благоевград	с. Бистрица	1.7	2010	няма	768	ВЕХД03ВД0000/ЕЛ/010612/300612/000768	ЧЕЗ Електро България АД
”ВЕЦ Енергия Холдинг” ЕАД	201646079	Столична	София	ВЕЦ ”Славова”	Благоевград	с. Бистрица	1.7	2010	няма	43	ВЕХД03ВД0000/ЕЛ/010712/310712/000043	ЧЕЗ Електро България АД
”Литекс Хидро” ЕООД	201850690	Столична	София	ВЕЦ ”Славова”	Благоевград	с. Бистрица	1.7	2010	няма	31	ВЕХД03ВД0000/ЕЛ/010812/310812/000031	ЧЕЗ Електро България АД
”Литекс Хидро” ЕООД	201850690	Столична	София	ВЕЦ ”Славова”	Благоевград	с. Бистрица	1.7	2010	няма	42	ВЕХД03ВД0000/ЕЛ/010912/300912/000042	ЧЕЗ Електро България АД
”Литекс Хидро” ЕООД	201850690	Столична	София	ВЕЦ ”Славова”	Благоевград	с. Бистрица	1.7	2010	няма	28	ВЕХД03ВД0000/ЕЛ/011012/311012/000028	ЧЕЗ Електро България АД
”Литекс Хидро” ЕООД	201850690	Столична	София	ВЕЦ ”Славова”	Благоевград	с. Бистрица	1.7	2010	няма	79	ВЕХД03ВД0000/ЕЛ/011112/301112/000079	ЧЕЗ Електро България АД
”ВЕЦ Енергия Холдинг” ЕАД	201646079	Столична	София	ВЕЦ ”Койнаре”	Червен бряг	с. Койнаре	1.5	1947	няма	650	ВЕХД04ВД0000/ЕЛ/010112/310112/000650	ЧЕЗ Електро България АД
