cord	ot	do	mw	podpomagane	dostavchik	podni
1142	011012	311012	10	няма	EVN	0,2,3,4,1
1142	011112	301112	5	няма	EVN	0,0,0,3,2
1143	010112	310812	1	няма	EON	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1144	010112	310812	7	няма	EON	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2
1145	010712	310712	10	няма	EVN	0,0,2,4,3,1
1145	010812	310812	5	няма	EVN	0,0,0,3,2
1146	010812	310812	836	няма	EVN	135,189,189,189,134
1146	010912	300912	677	няма	EVN	46,159,157,158,157
1146	011012	311012	585	няма	EVN	133,133,133,131,55
1146	011112	301112	314	няма	EVN	41,74,73,74,52
1147	010812	310812	899	няма	EVN	145,203,203,203,145
1147	010912	300912	516	няма	EVN	34,119,119,122,122
1147	011012	311012	375	няма	EVN	84,84,84,86,37
1147	011112	301112	221	няма	EVN	28,51,52,53,37
1148	010812	310812	746	няма	EVN	120,168,168,168,122
1148	010912	300912	356	няма	EVN	24,84,84,84,80
1148	011012	311012	304	няма	EVN	70,70,69,67,28
1148	011112	301112	135	няма	EVN	18,32,31,32,22
1149	010812	310812	722	няма	EVN	115,161,164,165,117
1149	010912	300912	358	няма	EVN	24,84,84,84,82
1149	011012	311012	298	няма	EVN	70,67,66,67,28
1149	011112	301112	132	няма	EVN	16,31,31,32,22
1150	010612	310812	31	ПРСР, Мярка 311	ЧЕЗ	0,0,0,0,1,3,4,3,4,3,4,3,4,2
1150	010912	300912	13	ПРСР, Мярка 311	ЧЕЗ	0,3,3,4,3
1150	011012	311012	11	ПРСР, Мярка 311	ЧЕЗ	0,3,3,4,1
1151	010812	310812	37	няма	EVN	5,7,7,11,7
1151	010912	300912	15	няма	EVN	1,4,3,4,3
1151	011012	311012	11	няма	EVN	0,3,3,4,1
1151	011112	301112	6	няма	EVN	0,0,0,4,2
1152	010812	310812	5	няма	EVN	0,0,0,3,2
1152	010912	300912	2	няма	EVN	0,0,0,0,2
1152	011012	311012	4	няма	EVN	0,0,0,3,1
1152	011112	301112	4	няма	EVN	0,0,0,2,2
1153	010812	310812	19	няма	EVN	5,5,3,4,2
1153	010912	300912	9	няма	EVN	0,0,2,4,3
1153	011012	311012	9	няма	EVN	0,1,3,4,1
1153	011112	301112	4	няма	EVN	0,0,0,2,2
1154	010812	310812	26	няма	ЧЕЗ	5,7,7,5,2
1154	010912	300912	23	няма	ЧЕЗ	2,7,7,4,3
1154	011012	311012	16	няма	ЧЕЗ	4,4,3,4,1
1154	011112	301112	7	няма	ЧЕЗ	0,0,1,4,2
1155	010812	310812	19	няма	ЧЕЗ	5,5,3,4,2
1155	010912	300912	17	няма	ЧЕЗ	2,5,3,4,3
1155	011012	311012	13	няма	ЧЕЗ	1,4,3,4,1
1155	011112	301112	4	няма	ЧЕЗ	0,0,0,2,2
1156	010812	310812	25	няма	ЧЕЗ	5,7,7,4,2
1156	010912	300912	21	няма	ЧЕЗ	2,7,5,4,3
1156	011012	311012	19	няма	ЧЕЗ	7,4,3,4,1
1157	010512	310712	26	няма	EVN	0,0,0,0,0,1,3,4,3,4,3,4,3,1
1157	010812	310812	19	няма	EVN	5,5,3,4,2
1157	010912	300912	16	няма	EVN	2,4,3,4,3
1157	011012	311012	12	няма	EVN	0,4,3,4,1
1157	011112	301112	7	няма	EVN	0,0,1,4,2
1158	010712	310812	28	ПРСР, Мярка 312	ЧЕЗ	0,1,4,3,4,3,4,3,4,2
1158	010912	300912	12	ПРСР, Мярка 312	ЧЕЗ	0,2,3,4,3
1158	011012	311012	9	ПРСР, Мярка 312	ЧЕЗ	0,1,3,4,1
1158	011112	301112	4	ПРСР, Мярка 312	ЧЕЗ	0,0,0,2,2
1159	010712	310812	27	няма	ЧЕЗ	0,0,4,3,4,3,4,3,4,2
1159	010912	300912	12	няма	ЧЕЗ	0,2,3,4,3
1159	011012	311012	9	няма	ЧЕЗ	0,1,3,4,1
1159	011112	301112	4	няма	ЧЕЗ	0,0,0,2,2
1160	250612	310812	51	няма	ЧЕЗ	7,7,7,7,7,3,4,3,4,2
1160	010912	300912	19	няма	ЧЕЗ	2,7,3,4,3
1160	011012	311012	17	няма	ЧЕЗ	5,4,3,4,1
1160	011112	301112	10	няма	ЧЕЗ	0,1,3,4,2
1161	010812	310812	14	няма	EVN	1,4,3,4,2
1162	010712	310812	35	няма	ЧЕЗ	1,7,4,3,4,3,4,3,4,2
1162	010912	300912	13	няма	ЧЕЗ	0,3,3,4,3
1162	011012	311012	11	няма	ЧЕЗ	0,3,3,4,1
1162	011112	301112	6	няма	ЧЕЗ	0,0,0,4,2
1163	010712	310812	34	няма	ЧЕЗ	1,6,4,3,4,3,4,3,4,2
1163	010912	300912	14	няма	ЧЕЗ	0,4,3,4,3
1163	011012	311012	11	няма	ЧЕЗ	0,3,3,4,1
1164	010112	310812	18	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,3,4,2
1165	110612	210612	1	ПРСР, Мярка 312	Енерго-Про Продажби	0,1
1165	220612	020912	7	ПРСР, Мярка 312	Енерго-Про Продажби	0,0,0,0,0,0,0,0,0,4,3
1165	030912	270912	11	ПРСР, Мярка 312	Енерго-Про Продажби	2,4,3,2
1166	010812	310812	280	няма	EVN	45,63,63,63,46
1166	010912	300912	164	няма	EVN	10,39,38,39,38
1166	011012	311012	128	няма	EVN	28,28,28,31,13
1166	011112	301112	81	няма	EVN	12,21,18,18,12
1167	010812	310812	483	няма	EVN	80,109,108,109,77
1167	010912	300912	266	няма	EVN	18,63,63,63,59
1167	011012	311012	244	няма	EVN	56,56,56,54,22
1167	011112	301112	118	няма	EVN	16,28,28,28,18
1168	280612	310712	11	ПРСР, Мярка 312	ЧЕЗ	0,0,3,4,3,1
1168	010812	310812	12	ПРСР, Мярка 312	ЧЕЗ	0,3,3,4,2
1168	010912	300912	10	ПРСР, Мярка 312	ЧЕЗ	0,0,3,4,3
1168	011012	311012	8	ПРСР, Мярка 312	ЧЕЗ	0,0,3,4,1
1169	010712	310712	10	няма	ЧЕЗ	0,0,2,4,3,1
1169	010812	310812	10	няма	ЧЕЗ	0,1,3,4,2
1169	010912	300912	7	няма	ЧЕЗ	0,0,0,4,3
1169	011012	311012	6	няма	ЧЕЗ	0,0,1,4,1
1169	011112	301112	2	няма	ЧЕЗ	0,0,0,0,2
1170	010812	310812	51	няма	EVN	10,13,10,11,7
1170	010912	300912	27	няма	EVN	2,7,7,7,4
1170	011012	311012	22	няма	EVN	7,7,3,4,1
1170	011112	301112	10	няма	EVN	0,1,3,4,2
1171	010112	310712	15	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,1
1171	010812	310812	42	няма	EVN	5,9,10,11,7
1171	010912	300912	15	няма	EVN	1,4,3,4,3
1171	011012	311012	82	няма	EVN	21,19,17,18,7
1172	010512	310812	30	няма	ЧЕЗ	0,0,0,0,0,0,0,0,0,3,4,3,4,3,4,3,4,2
1173	010512	310812	30	няма	ЧЕЗ	0,0,0,0,0,0,0,0,0,3,4,3,4,3,4,3,4,2
1174	010812	310812	30	ПРСР, Мярка 311	EVN	5,7,7,7,4
1174	010912	300912	12	ПРСР, Мярка 311	EVN	0,2,3,4,3
1174	011012	311012	10	ПРСР, Мярка 311	EVN	0,2,3,4,1
1174	011112	301112	5	ПРСР, Мярка 311	EVN	0,0,0,3,2
1175	010112	310812	92	няма	EVN	0,0,0,0,0,0,0,0,0,2,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2
1175	010912	300912	6	няма	EVN	0,0,0,3,3
1175	011012	311012	13	няма	EVN	1,4,3,4,1
1175	011112	301112	17	няма	EVN	4,4,3,4,2
1176	010812	310812	31	ПРСР, Мярка 312	EVN	5,7,7,7,5
1176	010912	300912	12	ПРСР, Мярка 312	EVN	0,2,3,4,3
1176	011012	311012	9	ПРСР, Мярка 312	EVN	0,1,3,4,1
1176	011112	301112	5	ПРСР, Мярка 312	EVN	0,0,0,3,2
1177	010812	310812	54	няма	EVN	10,14,12,11,7
1177	010912	300912	20	няма	EVN	2,7,4,4,3
1177	011012	311012	17	няма	EVN	5,4,3,4,1
1177	011112	301112	7	няма	EVN	0,0,1,4,2
1178	010812	310812	12	няма	EVN	0,3,3,4,2
1178	010912	300912	3	няма	EVN	0,0,0,0,3
1178	011012	311012	4	няма	EVN	0,0,0,3,1
1179	010612	310812	23	няма	ЧЕЗ	0,0,0,0,0,0,0,3,4,3,4,3,4,2
1179	010912	300912	9	няма	ЧЕЗ	0,0,2,4,3
1179	011012	311012	6	няма	ЧЕЗ	0,0,1,4,1
1179	011112	301112	4	няма	ЧЕЗ	0,0,0,2,2
1180	220312	300812	1138	няма	EON	28,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,51,30
1180	310812	270912	500	няма	Енерго-Про Продажби	54,126,126,124,70
1180	280912	301012	721	няма	Енерго-Про Продажби	66,154,154,154,150,43
1181	220312	300812	1134	няма	EON	28,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,28
1181	310812	270912	481	няма	Енерго-Про Продажби	51,119,119,122,70
1181	280912	301012	715	няма	Енерго-Про Продажби	66,154,151,151,150,43
1182	220312	300812	609	няма	EON	16,28,28,28,28,28,28,28,28,28,28,28,26,25,24,25,24,25,24,25,24,25,24,14
1182	310812	270912	309	няма	Енерго-Про Продажби	33,77,77,77,45
1182	280912	301012	619	няма	Енерго-Про Продажби	57,133,133,130,129,37
1183	010712	310812	479	няма	EVN	8,56,56,56,56,52,53,52,53,37
1183	010912	300912	416	няма	EVN	28,98,98,98,94
1183	011012	311012	358	няма	EVN	82,81,80,81,34
1183	011112	301112	150	няма	EVN	20,35,35,35,25
1184	010712	310812	562	няма	EVN	9,63,63,63,63,63,63,63,65,47
1184	010912	300912	674	няма	EVN	44,158,157,158,157
1184	011012	311012	380	няма	EVN	84,84,87,88,37
1184	011112	301112	168	няма	EVN	24,40,38,39,27
1185	010812	310812	31	няма	EVN	5,7,7,7,5
1185	010912	300912	13	няма	EVN	0,3,3,4,3
1185	011012	311012	10	няма	EVN	0,2,3,4,1
1185	011112	301112	5	няма	EVN	0,0,0,3,2
1186	010812	310812	37	няма	EVN	5,7,7,11,7
1186	010912	300912	14	няма	EVN	0,4,3,4,3
1186	011012	311012	11	няма	EVN	0,3,3,4,1
1186	011112	301112	5	няма	EVN	0,0,0,3,2
1187	010112	310812	1	няма	EON	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1188	010112	300612	7969	няма	НЕК	44,308,308,308,308,308,308,308,308,308,308,308,308,308,308,307,305,304,305,304,305,304,305,304,305,304,261
1188	010712	310712	1594	няма	НЕК	51,359,360,361,360,103
1188	010812	310812	1428	няма	НЕК	230,322,322,322,232
1188	010912	300912	1418	няма	НЕК	94,329,330,333,332
1188	011012	311012	1235	няма	НЕК	280,280,280,277,118
1188	011112	301112	1366	няма	НЕК	183,319,318,319,227
1189	010112	300612	4084	няма	НЕК	22,154,154,154,158,157,158,157,158,157,158,157,158,157,158,157,158,157,158,157,158,157,158,157,158,157,135
1189	010712	310712	198	няма	НЕК	6,43,45,46,45,13
1189	010812	310812	132	няма	НЕК	20,28,30,32,22
1189	010912	300912	104	няма	НЕК	6,25,24,25,24
1189	011012	311012	170	няма	НЕК	38,39,38,39,16
1189	011112	301112	364	няма	НЕК	48,84,84,86,62
1190	010112	300612	5589	няма	НЕК	31,217,217,217,217,217,217,217,217,217,217,216,214,213,214,213,214,213,214,213,214,213,214,213,214,213,183
1190	010712	310712	276	няма	НЕК	9,63,63,63,61,17
1190	010812	310812	170	няма	НЕК	27,39,38,39,27
1190	010912	300912	111	няма	НЕК	8,28,26,25,24
1190	011012	311012	108	няма	НЕК	24,25,24,25,10
1190	011112	301112	112	няма	НЕК	16,28,26,25,17
1191	010112	300612	10497	няма	НЕК	58,406,406,406,406,406,406,406,406,406,403,402,403,402,403,402,403,402,403,402,403,402,403,402,403,402,345
1191	010712	310712	358	няма	НЕК	12,82,80,81,80,23
1191	010812	310812	153	няма	НЕК	25,35,35,35,23
1191	010912	300912	146	няма	НЕК	10,35,35,35,31
1191	011012	311012	143	няма	НЕК	35,32,31,32,13
1191	011112	301112	205	няма	НЕК	28,49,49,47,32
1192	010112	300612	16685	няма	НЕК	92,644,644,644,644,644,644,644,644,644,641,640,641,640,641,640,641,640,641,640,641,640,641,640,641,640,549
1192	010712	310712	2031	няма	НЕК	66,459,458,459,458,131
1192	010812	310812	1952	няма	НЕК	315,441,441,441,314
1192	010912	300912	1990	няма	НЕК	132,462,465,466,465
1192	011012	311012	1854	няма	НЕК	420,420,419,417,178
1192	011112	301112	1148	няма	НЕК	152,266,268,270,192
1193	010112	300612	4335	няма	НЕК	24,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,166,165,164,165,164,165,164,165,164,141
1193	010712	310712	5058	няма	НЕК	163,1141,1141,1142,1144,327
1193	010812	310812	2725	няма	НЕК	440,616,616,616,437
1193	010912	300912	942	няма	НЕК	62,219,220,221,220
1193	011012	311012	139	няма	НЕК	31,32,31,32,13
1194	010412	300612	1153	няма	НЕК	13,91,91,91,91,89,87,88,87,88,87,88,87,75
1194	010712	310712	6	няма	НЕК	0,0,0,2,3,1
1195	010312	300612	3113	няма	НЕК	104,179,178,179,178,179,178,179,178,179,178,179,178,179,178,179,178,153
1195	010712	310712	320	няма	НЕК	10,70,72,74,73,21
1195	010812	310812	143	няма	НЕК	25,33,31,32,22
1195	011012	311012	73	няма	НЕК	14,17,17,18,7
1195	011112	301112	294	няма	НЕК	40,70,70,67,47
1196	010212	300612	14392	няма	НЕК	475,665,665,665,665,665,665,665,667,669,668,669,668,669,668,669,668,669,668,669,668,573
1196	010712	310712	1672	няма	НЕК	54,378,378,378,377,107
1196	010812	310812	1264	няма	НЕК	205,287,286,284,202
1196	010912	300912	617	няма	НЕК	42,145,143,144,143
1196	011012	311012	427	няма	НЕК	98,98,96,95,40
1197	010112	300612	7251	няма	НЕК	40,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,279,276,277,276,277,276,277,276,237
1197	010712	310712	200	няма	НЕК	6,45,45,46,45,13
1197	010812	310812	64	няма	НЕК	10,14,14,14,12
1197	010912	300912	80	няма	НЕК	6,21,18,18,17
1197	011012	311012	105	няма	НЕК	21,25,24,25,10
1197	011112	301112	315	няма	НЕК	42,74,73,74,52
1198	010112	300612	1016	няма	НЕК	6,42,42,42,42,39,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,33
1198	010712	310712	127	няма	НЕК	4,28,28,28,30,9
1198	010812	310812	75	няма	НЕК	10,18,17,18,12
1198	010912	300912	63	няма	НЕК	4,14,14,14,17
1198	011012	311012	50	няма	НЕК	14,11,10,11,4
1198	011112	301112	158	няма	НЕК	20,35,37,39,27
1199	010112	300612	333	няма	НЕК	2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,11,10,11,10,11,10,11,10,9
1199	010712	310712	5	няма	НЕК	0,0,0,1,3,1
1200	010112	300612	1351	няма	НЕК	7,49,49,49,50,52,53,52,53,52,53,52,53,52,53,52,53,52,53,52,53,52,53,52,53,52,45
1200	010712	310712	149	няма	НЕК	5,35,35,34,31,9
1200	010812	310812	105	няма	НЕК	15,24,24,25,17
1200	010912	300912	30	няма	НЕК	2,7,7,7,7
1200	011012	311012	66	няма	НЕК	14,14,14,17,7
1200	011112	301112	84	няма	НЕК	12,21,21,18,12
1201	010112	310512	10393	няма	НЕК	68,476,476,476,476,476,479,479,480,479,480,479,480,479,480,479,480,479,480,479,480,479,274
1201	010712	310712	404	няма	НЕК	13,91,91,91,91,27
1201	010812	310812	171	няма	НЕК	28,39,38,39,27
1201	010912	300912	8532	няма	НЕК	568,1990,1991,1992,1991
1201	011012	311012	1780	няма	НЕК	400,403,402,403,172
1201	011112	301112	3221	няма	НЕК	428,751,752,753,537
1202	010112	300612	35910	няма	НЕК	197,1379,1379,1379,1379,1379,1379,1379,1379,1379,1380,1382,1383,1382,1383,1382,1383,1382,1383,1382,1383,1382,1383,1382,1383,1382,1185
1202	010712	310712	1378	няма	НЕК	44,311,311,312,311,89
1202	010812	310812	794	няма	НЕК	130,180,178,179,127
1202	010912	300912	5027	няма	НЕК	336,1174,1172,1173,1172
1202	011012	311012	1188	няма	НЕК	266,268,269,270,115
1202	011112	301112	2256	няма	НЕК	300,525,525,529,377
1203	010112	300612	85378	няма	НЕК	469,3283,3283,3283,3283,3283,3283,3283,3283,3283,3283,3283,3283,3283,3283,3283,3283,3283,3283,3283,3283,3286,3287,3286,3287,3286,2817
1203	010712	310712	3157	няма	НЕК	102,714,714,714,710,203
1203	010812	310812	2079	няма	НЕК	335,469,469,469,337
1203	010912	300912	5417	няма	НЕК	362,1265,1263,1264,1263
1203	011012	311012	6814	няма	НЕК	1540,1540,1539,1537,658
1203	011112	301112	6357	няма	НЕК	848,1484,1484,1484,1057
1204	010112	300612	90215	няма	НЕК	496,3472,3472,3472,3472,3472,3472,3472,3472,3472,3471,3468,3469,3468,3469,3468,3469,3468,3469,3468,3469,3468,3469,3468,3469,3468,2973
1204	010712	310712	12093	няма	НЕК	390,2730,2730,2730,2732,781
1204	010812	310812	7241	няма	НЕК	1170,1635,1634,1635,1167
1204	010912	300912	4969	няма	НЕК	332,1162,1158,1159,1158
1204	011012	311012	7853	няма	НЕК	1771,1773,1774,1775,760
1204	011112	301112	5197	няма	НЕК	692,1211,1212,1215,867
1205	010112	300612	99541	няма	НЕК	547,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3826,3826,3825,3279
1205	010712	310712	12690	няма	НЕК	409,2863,2866,2867,2866,819
1205	010812	310812	7283	няма	НЕК	1175,1645,1645,1645,1173
1205	010912	300912	4648	няма	НЕК	310,1085,1085,1085,1083
1205	011012	311012	6045	няма	НЕК	1365,1365,1365,1365,585
1205	011112	301112	4803	няма	НЕК	640,1120,1120,1121,802
1206	010112	300612	69720	няма	НЕК	383,2681,2681,2681,2681,2681,2681,2681,2681,2681,2681,2681,2681,2681,2681,2681,2681,2681,2681,2681,2681,2681,2682,2684,2685,2684,2301
1206	010712	310712	4705	няма	НЕК	152,1064,1064,1062,1060,303
1206	010812	310812	2319	няма	НЕК	375,525,525,522,372
1206	010912	300912	521	няма	НЕК	34,120,122,123,122
1206	011012	311012	4623	няма	НЕК	1043,1043,1043,1046,448
1206	011112	301112	6936	няма	НЕК	924,1617,1617,1621,1157
1207	010112	300612	69075	няма	НЕК	380,2660,2659,2656,2657,2656,2657,2656,2657,2656,2657,2656,2657,2656,2657,2656,2657,2656,2657,2656,2657,2656,2657,2656,2657,2656,2277
1207	010712	310712	41222	няма	НЕК	1330,9310,9310,9307,9306,2659
1207	010812	310812	41243	няма	НЕК	6650,9314,9313,9314,6652
1207	010912	300912	20710	няма	НЕК	1380,4830,4833,4834,4833
1207	011012	311012	14173	няма	НЕК	3199,3199,3200,3203,1372
1207	011112	301112	9338	няма	НЕК	1244,2177,2179,2181,1557
1208	010112	300612	32153	няма	НЕК	177,1239,1239,1239,1239,1239,1239,1239,1239,1237,1236,1235,1236,1235,1236,1235,1236,1235,1236,1235,1236,1235,1236,1235,1236,1235,1059
1208	010712	310712	17423	няма	НЕК	562,3934,3934,3934,3934,1125
1208	010812	310812	17321	няма	НЕК	2795,3913,3911,3910,2792
1208	010912	300912	8599	няма	НЕК	574,2009,2005,2006,2005
1208	011012	311012	5929	няма	НЕК	1337,1337,1340,1341,574
1208	011112	301112	3969	няма	НЕК	528,924,927,928,662
1209	010112	300612	90286	няма	НЕК	496,3472,3472,3472,3472,3472,3472,3472,3472,3472,3472,3472,3472,3472,3472,3472,3472,3472,3472,3472,3472,3472,3473,3475,3476,3475,2979
1209	010712	310712	1369	няма	НЕК	44,308,308,309,311,89
1209	010812	310812	2158	няма	НЕК	350,488,486,487,347
1209	010912	300912	6121	няма	НЕК	408,1428,1428,1428,1429
1209	011012	311012	7088	няма	НЕК	1603,1601,1599,1600,685
1209	011112	301112	10279	няма	НЕК	1372,2400,2397,2398,1712
1210	010112	300612	157542	няма	НЕК	866,6062,6062,6062,6062,6062,6062,6058,6059,6058,6059,6058,6059,6058,6059,6058,6059,6058,6059,6058,6059,6058,6059,6058,6059,6058,5193
1210	010712	310712	5757	няма	НЕК	186,1302,1301,1299,1298,371
1210	010812	310812	6555	няма	НЕК	1056,1481,1480,1481,1057
1210	010912	300912	6099	няма	НЕК	406,1421,1423,1425,1424
1210	011012	311012	6279	няма	НЕК	1419,1418,1417,1418,607
1210	011112	301112	13790	няма	НЕК	1840,3220,3216,3217,2297
1211	010112	300612	168909	няма	НЕК	928,6496,6496,6496,6496,6496,6496,6496,6496,6496,6496,6496,6496,6496,6496,6496,6496,6496,6496,6496,6496,6496,6496,6499,6500,6499,5571
1211	010712	310712	5394	няма	НЕК	174,1218,1218,1218,1218,348
1211	010812	310812	4580	няма	НЕК	740,1036,1034,1033,737
1211	010912	300912	2434	няма	НЕК	162,567,567,568,570
1211	011012	311012	8560	няма	НЕК	1932,1932,1932,1935,829
1211	011112	301112	11561	няма	НЕК	1540,2697,2698,2699,1927
1212	010112	300612	7411	няма	НЕК	41,287,287,287,287,287,287,287,287,287,287,287,285,283,284,283,284,283,284,283,284,283,284,283,284,283,243
1212	010712	310712	1530	няма	НЕК	49,343,346,347,346,99
1212	010812	310812	1367	няма	НЕК	220,308,308,309,222
1212	010912	300912	1342	няма	НЕК	90,315,314,312,311
1212	011012	311012	1145	няма	НЕК	259,259,259,259,109
1212	011112	301112	1306	няма	НЕК	175,305,304,305,217
1213	010112	300612	174137	няма	НЕК	957,6699,6699,6699,6699,6699,6699,6699,6699,6699,6699,6699,6699,6699,6699,6699,6697,6695,6696,6695,6696,6695,6696,6695,6696,6695,5739
1213	010712	310712	23344	няма	НЕК	753,5271,5271,5271,5271,1507
1213	010812	310812	30815	няма	НЕК	4970,6958,6958,6958,4971
1213	010912	300912	14795	няма	НЕК	986,3451,3451,3453,3454
1213	011012	311012	24284	няма	НЕК	5481,5484,5484,5485,2350
1213	011112	301112	25057	няма	НЕК	3340,5845,5846,5849,4177
1214	010112	300612	178350	няма	НЕК	980,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6857,6856,5877
1214	010712	310712	17780	няма	НЕК	574,4016,4014,4015,4014,1147
1214	010812	310812	22434	няма	НЕК	3620,5068,5064,5065,3617
1214	010912	300912	11262	няма	НЕК	750,2627,2628,2629,2628
1214	011012	311012	14396	няма	НЕК	3248,3252,3251,3252,1393
1214	011112	301112	13805	няма	НЕК	1840,3220,3220,3223,2302
1215	010112	300612	86354	няма	НЕК	474,3318,3321,3321,3322,3321,3322,3321,3322,3321,3322,3321,3322,3321,3322,3321,3322,3321,3322,3321,3322,3321,3322,3321,3322,3321,2847
1215	010712	310712	8188	няма	НЕК	264,1848,1848,1848,1851,529
1215	010812	310812	10277	няма	НЕК	1658,2321,2320,2321,1657
1215	010912	300912	5210	няма	НЕК	348,1218,1215,1215,1214
1215	011012	311012	6822	няма	НЕК	1540,1540,1540,1541,661
1215	011112	301112	6276	няма	НЕК	836,1463,1463,1467,1047
1216	010112	300612	17342	няма	НЕК	95,665,665,665,665,665,665,665,665,665,665,665,669,668,669,668,669,668,669,668,669,668,669,668,669,668,573
1216	010712	310712	94	няма	НЕК	3,21,21,21,21,7
1216	010812	310812	1324	няма	НЕК	215,301,298,298,212
1216	010912	300912	1903	няма	НЕК	126,444,444,445,444
1216	011012	311012	1644	няма	НЕК	371,371,371,371,160
1216	011112	301112	231	няма	НЕК	32,56,53,53,37
1217	010112	300812	166	няма	EON	1,7,7,7,7,7,7,7,7,7,7,7,7,6,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,2
1218	010712	310812	26	няма	EVN	0,0,3,3,4,3,4,3,4,2
1218	010912	300912	10	няма	EVN	0,0,3,4,3
1218	011012	311012	8	няма	EVN	0,0,3,4,1
1218	011112	301112	4	няма	EVN	0,0,0,2,2
1219	010712	310812	32	ПРСР, Мярка 312	EVN	1,4,4,3,4,3,4,3,4,2
1219	010912	300912	11	ПРСР, Мярка 312	EVN	0,1,3,4,3
1219	011012	311012	9	ПРСР, Мярка 312	EVN	0,1,3,4,1
1219	011112	301112	4	ПРСР, Мярка 312	EVN	0,0,0,2,2
1220	280312	310312	261	няма	EVN	261
1220	010412	300412	530	няма	EVN	18,126,124,122,123,17
1220	010512	310512	480	няма	EVN	93,108,109,108,62
1220	010612	300612	716	няма	EVN	72,168,168,167,141
1220	010712	310712	713	няма	EVN	23,161,161,161,161,46
1220	010812	310812	643	няма	EVN	105,147,145,144,102
1220	010912	300912	493	няма	EVN	32,115,115,116,115
1220	011012	311012	436	няма	EVN	98,98,98,99,43
1220	011112	301112	252	няма	EVN	32,59,59,60,42
1221	010512	310512	21	няма	EVN	6,6,4,3,2
1221	010612	300612	22	няма	EVN	3,7,6,3,3
1221	010712	310712	22	няма	EVN	1,7,6,4,3,1
1221	010812	310812	20	няма	EVN	5,6,3,4,2
1221	010912	300912	17	няма	EVN	2,5,3,4,3
1221	011012	311012	13	няма	EVN	1,4,3,4,1
1222	010512	310512	21	няма	EVN	6,6,4,3,2
1222	010612	300612	22	няма	EVN	3,7,6,3,3
1222	010712	310712	22	няма	EVN	1,7,6,4,3,1
1222	010812	310812	20	няма	EVN	5,6,3,4,2
1222	010912	300912	16	няма	EVN	2,4,3,4,3
1222	011012	311012	14	няма	EVN	2,4,3,4,1
1222	011112	301112	6	няма	EVN	0,0,0,4,2
1223	010712	310712	195	няма	EVN	6,42,43,46,45,13
1223	010812	310812	294	няма	EVN	47,67,66,67,47
1223	010912	300912	368	няма	EVN	24,84,85,88,87
1223	011012	311012	289	няма	EVN	63,65,66,67,28
1223	011112	301112	146	няма	EVN	20,35,35,34,22
1224	010312	310312	111	няма	EVN	16,25,25,24,21
1224	010412	300412	306	няма	EVN	10,70,70,72,74,10
1224	010512	310512	217	няма	EVN	42,49,49,49,28
1224	010612	300612	317	няма	EVN	33,74,74,73,63
1224	010712	310712	352	няма	EVN	11,77,80,81,80,23
1224	010812	310812	325	няма	EVN	52,74,73,74,52
1224	010912	300912	282	няма	EVN	18,65,66,67,66
1224	011012	311012	216	няма	EVN	49,49,49,49,20
1224	011112	301112	115	няма	EVN	16,28,28,26,17
1225	010612	300612	476	няма	EVN	48,112,112,111,93
1225	010712	310712	541	няма	EVN	17,122,122,123,122,35
1225	010812	310812	598	няма	EVN	95,133,136,137,97
1225	010912	300912	593	няма	EVN	40,140,140,137,136
1225	011012	311012	487	няма	EVN	112,112,108,109,46
1225	011112	301112	300	няма	EVN	40,70,70,70,50
1226	010512	310512	26	няма	EVN	6,7,7,4,2
1226	010612	300612	23	няма	EVN	3,7,7,3,3
1226	010712	310712	22	няма	EVN	1,7,6,4,3,1
1226	010812	310812	21	няма	EVN	5,7,3,4,2
1226	010912	300912	16	няма	EVN	2,4,3,4,3
1226	011012	311012	14	няма	EVN	2,4,3,4,1
1226	011112	301112	6	няма	EVN	0,0,0,4,2
1227	010512	310512	21	няма	EVN	6,6,4,3,2
