cord	ot	do	mw	podpomagane	dostavchik	podni
1227	010612	300612	21	няма	EVN	3,7,5,3,3
1227	010712	310712	22	няма	EVN	1,7,6,4,3,1
1227	010812	310812	21	няма	EVN	5,7,3,4,2
1227	010912	300912	16	няма	EVN	2,4,3,4,3
1227	011012	311012	14	няма	EVN	2,4,3,4,1
1227	011112	301112	6	няма	EVN	0,0,0,4,2
1228	010512	310512	21	няма	EVN	6,6,4,3,2
1228	010612	300612	21	няма	EVN	3,7,5,3,3
1228	010712	310712	22	няма	EVN	1,7,6,4,3,1
1228	010812	310812	21	няма	EVN	5,7,3,4,2
1228	010912	300912	16	няма	EVN	2,4,3,4,3
1228	011012	311012	13	няма	EVN	1,4,3,4,1
1228	011112	301112	7	няма	EVN	0,0,1,4,2
1229	010512	310512	20	няма	EVN	6,5,4,3,2
1229	010612	300612	21	няма	EVN	3,7,5,3,3
1229	010712	310712	22	няма	EVN	1,7,6,4,3,1
1229	010812	310812	20	няма	EVN	5,6,3,4,2
1229	010912	300912	16	няма	EVN	2,4,3,4,3
1229	011012	311012	13	няма	EVN	1,4,3,4,1
1229	011112	301112	6	няма	EVN	0,0,0,4,2
1230	010512	310512	21	няма	EVN	6,6,4,3,2
1230	010612	300612	22	няма	EVN	3,7,6,3,3
1230	010712	310712	22	няма	EVN	1,7,6,4,3,1
1230	010812	310812	21	няма	EVN	5,7,3,4,2
1230	010912	300912	16	няма	EVN	2,4,3,4,3
1230	011012	311012	14	няма	EVN	2,4,3,4,1
1230	011112	301112	6	няма	EVN	0,0,0,4,2
1231	010512	310512	21	няма	EVN	6,6,4,3,2
1231	010612	300612	21	няма	EVN	3,7,5,3,3
1231	010712	310712	22	няма	EVN	1,7,6,4,3,1
1231	010812	310812	21	няма	EVN	5,7,3,4,2
1231	010912	300912	16	няма	EVN	2,4,3,4,3
1231	011012	311012	14	няма	EVN	2,4,3,4,1
1231	011112	301112	6	няма	EVN	0,0,0,4,2
1232	010812	310812	11	няма	EVN	0,2,3,4,2
1232	010912	300912	4	няма	EVN	0,0,0,1,3
1232	011012	311012	4	няма	EVN	0,0,0,3,1
1232	011112	301112	2	няма	EVN	0,0,0,0,2
1233	010812	310812	10	няма	EVN	0,1,3,4,2
1233	010912	300912	5	няма	EVN	0,0,0,2,3
1233	011012	311012	3	няма	EVN	0,0,0,2,1
1233	011112	301112	2	няма	EVN	0,0,0,0,2
1234	010912	300912	1	няма	ЧЕЗ	0,0,0,0,1
1234	011012	311012	4	няма	ЧЕЗ	0,0,0,3,1
1234	011112	301112	1	няма	ЧЕЗ	0,0,0,0,1
1235	010812	310812	26	няма	EVN	5,7,7,5,2
1235	010912	300912	11	няма	EVN	0,1,3,4,3
1235	011012	311012	10	няма	EVN	0,2,3,4,1
1235	011112	301112	5	няма	EVN	0,0,0,3,2
1236	060412	270912	72	няма	Енерго-Про Продажби	0,0,0,0,0,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,2
1236	280912	301012	101	няма	Енерго-Про Продажби	9,21,21,21,22,7
1236	311012	291112	103	няма	Енерго-Про Продажби	16,24,25,24,14
1237	250612	270912	196	няма	Енерго-Про Продажби	14,14,14,14,14,14,14,14,14,14,14,15,17,10
1237	280912	301012	52	няма	Енерго-Про Продажби	6,12,10,11,10,3
1237	311012	291112	21	няма	Енерго-Про Продажби	5,7,4,3,2
1238	010812	310812	792	няма	EVN	129,179,178,179,127
1238	010912	300912	342	няма	EVN	22,79,80,81,80
1238	011012	311012	295	няма	EVN	67,67,66,67,28
1238	011112	301112	153	няма	EVN	20,35,35,36,27
1239	010912	300912	14	няма	EVN	0,4,3,4,3
1239	011012	311012	4	няма	EVN	0,0,0,3,1
1239	011112	301112	1	няма	EVN	0,0,0,0,1
1240	060912	270912	18	няма	Енерго-Про Продажби	4,7,5,2
1240	011012	311012	23	няма	Енерго-Про Продажби	7,7,4,4,1
1240	301012	291112	9	няма	Енерго-Про Продажби	0,0,4,3,2
1241	060912	270912	11	няма	Енерго-Про Продажби	2,4,3,2
1241	280912	301012	15	няма	Енерго-Про Продажби	0,4,3,4,3,1
1241	311012	291112	5	няма	Енерго-Про Продажби	0,0,0,3,2
1242	060912	270912	10	няма	Енерго-Про Продажби	1,4,3,2
1242	280912	301012	14	няма	Енерго-Про Продажби	0,3,3,4,3,1
1242	311012	291112	6	няма	Енерго-Про Продажби	0,0,1,3,2
1243	060912	270912	18	няма	Енерго-Про Продажби	4,7,5,2
1243	280912	301012	23	няма	Енерго-Про Продажби	3,7,5,4,3,1
1243	311012	291112	9	няма	Енерго-Про Продажби	0,0,4,3,2
1244	010912	300912	62	няма	ЧЕЗ	4,14,14,14,16
1244	011112	301112	329	няма	ЧЕЗ	44,77,77,77,54
1245	010912	300912	65	няма	ЧЕЗ	4,14,14,16,17
1245	011012	311012	302	няма	ЧЕЗ	70,70,67,67,28
1245	011112	301112	355	няма	ЧЕЗ	48,84,84,82,57
1246	010912	300912	37	няма	ЧЕЗ	2,7,7,11,10
1246	011012	311012	354	няма	ЧЕЗ	78,81,80,81,34
1247	010912	300912	76	няма	EVN	6,18,17,18,17
1247	011012	311012	16	няма	EVN	4,4,3,4,1
1247	011112	301112	8	няма	EVN	0,0,2,4,2
1248	010412	310512	13	няма	EVN	0,0,0,0,0,1,3,4,3,2
1248	010612	300612	17	няма	EVN	3,4,4,3,3
1248	010712	310712	19	няма	EVN	1,7,3,4,3,1
1248	010812	310812	19	няма	EVN	5,5,3,4,2
1248	010912	300912	18	няма	EVN	2,6,3,4,3
1248	011012	311012	1	няма	EVN	0,0,0,0,1
1249	010412	300412	3	няма	EVN	0,0,0,0,3,0
1249	010512	310512	14	няма	EVN	2,3,4,3,2
1249	010612	300612	10	няма	EVN	0,0,4,3,3
1249	010712	310712	13	няма	EVN	0,2,3,4,3,1
1249	010812	310812	10	няма	EVN	0,1,3,4,2
1249	010912	300912	10	няма	EVN	0,0,3,4,3
1250	010912	300912	4	няма	EVN	0,0,0,1,3
1251	010112	310812	275	няма	EVN	1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,10,11,10,11,10,11,10,11,7
1252	010912	300912	112	няма	НЕК	8,28,27,25,24
1252	011012	311012	1497	няма	НЕК	336,337,339,340,145
1252	011112	301112	795	няма	НЕК	106,186,185,186,132
1253	010912	300912	79	няма	НЕК	6,21,17,18,17
1253	011012	311012	976	няма	НЕК	220,221,220,221,94
1253	011112	301112	514	няма	НЕК	68,119,119,121,87
1254	110712	300912	249	няма	EVN	15,21,21,21,21,21,21,21,21,21,21,24
1254	011012	311012	326	няма	EVN	74,74,73,74,31
1255	010912	300912	14	няма	EVN	0,4,3,4,3
1255	011012	311012	4	няма	EVN	0,0,0,3,1
1255	011112	301112	1	няма	EVN	0,0,0,0,1
1256	220612	300912	14	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,4,3,4,3
1257	010912	300912	36	няма	EVN	2,7,7,10,10
1257	011012	311012	23	няма	EVN	7,7,4,4,1
1257	011112	301112	13	няма	EVN	0,4,3,4,2
1258	210612	270912	12	няма	Енерго-Про Продажби	0,0,0,0,0,0,0,0,0,0,0,3,4,3,2
1258	280912	301012	26	няма	Енерго-Про Продажби	3,7,7,5,3,1
1258	311012	291112	13	няма	Енерго-Про Продажби	1,3,4,3,2
1259	150312	300912	4	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1260	010712	300912	1	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,0,1
1261	010712	300912	41	ПРСР, Мярка 311	EVN	0,0,3,3,4,3,4,3,4,3,4,3,4,3
1262	010712	300912	41	няма	EVN	0,0,3,3,4,3,4,3,4,3,4,3,4,3
1263	200712	300912	16	няма	EVN	0,0,0,0,0,0,2,4,3,4,3
1263	011012	311012	4	няма	EVN	0,0,0,3,1
1263	011112	301112	1	няма	EVN	0,0,0,0,1
1264	010912	300912	3	няма	EVN	0,0,0,0,3
1265	010912	300912	3	няма	EVN	0,0,0,0,3
1266	010912	300912	3	няма	EVN	0,0,0,0,3
1267	010912	300912	3	няма	EVN	0,0,0,0,3
1268	010912	300912	3	няма	EVN	0,0,0,0,3
1269	270612	300912	47	няма	EVN	2,3,4,3,4,3,4,3,4,3,4,3,4,3
1269	011012	311012	11	няма	EVN	0,3,3,4,1
1270	010812	310812	29	няма	EVN	5,7,7,7,3
1270	010912	300912	11	няма	EVN	0,1,3,4,3
1270	011012	311012	8	няма	EVN	0,0,3,4,1
1270	011112	301112	4	няма	EVN	0,0,0,2,2
1271	010112	300912	8	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3
1272	010112	300912	5	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1273	010112	300912	4	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1274	270612	280912	8	ПРСР, Мярка 312	Енерго-Про Продажби	0,0,0,0,0,0,0,0,0,0,0,2,4,2
1274	290912	301012	9	ПРСР, Мярка 312	Енерго-Про Продажби	0,0,1,4,3,1
1274	311012	201112	4	ПРСР, Мярка 312	Енерго-Про Продажби	0,0,3,1
1275	010112	300912	2	няма	ЧЕЗ	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1276	010512	300912	13	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3
1277	010112	300912	6	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
1278	010512	300912	17	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3
1279	170412	300412	11	няма	EVN	6,5,0
1279	010512	300912	138	няма	EVN	6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,4,3,4,3
1279	011012	311012	20	няма	EVN	7,5,3,4,1
1279	011112	301112	9	няма	EVN	0,0,3,4,2
1280	010112	300912	3	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1281	160712	300912	13	няма	ЧЕЗ	0,0,0,0,0,0,0,3,3,4,3
1282	140512	011012	8	няма	Енерго-Про Продажби	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0
1282	021012	301012	63	няма	Енерго-Про Продажби	12,14,15,17,5
1282	311012	291112	37	няма	Енерго-Про Продажби	5,7,9,10,6
1283	010712	300912	6	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,3,3
1284	180512	300612	47	няма	EVN	3,7,7,7,7,7,9
1284	010712	310812	70	няма	EVN	1,7,7,7,7,7,7,9,11,7
1284	010912	300912	30	няма	EVN	2,7,7,7,7
1284	011012	311012	25	няма	EVN	7,7,6,4,1
1284	011112	301112	13	няма	EVN	0,4,3,4,2
1285	010712	300912	16	няма	EVN	0,0,0,0,0,0,0,0,0,2,4,3,4,3
1286	010712	300912	18	няма	EVN	0,0,0,0,0,0,0,0,1,3,4,3,4,3
1287	010712	300912	59	ПРСР, Мярка 312	EVN	1,7,7,7,6,3,4,3,4,3,4,3,4,3
1287	011012	311012	10	ПРСР, Мярка 312	EVN	0,2,3,4,1
1287	011112	301112	3	ПРСР, Мярка 312	EVN	0,0,0,1,2
1288	010812	310812	32	няма	EVN	5,7,7,7,6
1288	010912	300912	13	няма	EVN	0,3,3,4,3
1288	011012	311012	10	няма	EVN	0,2,3,4,1
1288	011112	301112	5	няма	EVN	0,0,0,3,2
1289	010612	300912	40	няма	EVN	0,0,0,0,0,0,2,3,4,3,4,3,4,3,4,3,4,3
1289	011012	311012	7	няма	EVN	0,0,2,4,1
1289	011112	301112	3	няма	EVN	0,0,0,1,2
1290	010112	300912	1728	няма	EVN	6,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,46,45,46,45,46,45,46,45,46,45,46,45,46,45,46,45,46,45,46,45,46,45,46,45
1291	010512	310512	3	няма	EVN	0,0,0,1,2
1291	010612	300612	5	няма	EVN	0,0,0,2,3
1291	010712	310712	6	няма	EVN	0,0,0,2,3,1
1291	010812	310812	5	няма	EVN	0,0,0,3,2
1291	010912	300912	5	няма	EVN	0,0,0,2,3
1291	011012	311012	4	няма	EVN	0,0,0,3,1
1292	010112	300912	35	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,4,3,4,3,4,3
1293	010912	300912	10	няма	EVN	0,0,3,4,3
1293	011012	311012	12	няма	EVN	0,4,3,4,1
1293	011112	301112	7	няма	EVN	0,0,1,4,2
1294	010812	300912	5	няма	EVN	0,0,0,0,0,0,0,2,3
1295	010812	310812	33	няма	EVN	5,7,7,7,7
1295	010912	300912	12	няма	EVN	0,2,3,4,3
1295	011012	311012	9	няма	EVN	0,1,3,4,1
1295	011112	301112	4	няма	EVN	0,0,0,2,2
1296	010612	300912	16	няма	ЧЕЗ	0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,4,3
1297	010812	300912	15	няма	EVN	0,0,0,0,1,4,3,4,3
1298	010812	300912	15	няма	EVN	0,0,0,0,1,4,3,4,3
1299	010812	310812	614	няма	EVN	100,140,140,137,97
1299	010912	300912	245	няма	EVN	16,56,56,58,59
1299	011012	311012	192	няма	EVN	42,42,43,46,19
1300	010812	310812	758	няма	EVN	121,172,171,172,122
1300	010912	300912	299	няма	EVN	20,70,70,70,69
1300	011012	311012	223	няма	EVN	49,49,50,53,22
1301	010812	310812	708	няма	EVN	115,161,161,159,112
1301	010912	300912	281	няма	EVN	18,64,66,67,66
1302	010112	300912	7	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
1303	010912	300912	5	няма	EVN	0,0,0,2,3
1304	010812	310812	10	ПРСР, Мярка 312	EVN	0,1,3,4,2
1304	010912	300912	9	ПРСР, Мярка 312	EVN	0,0,2,4,3
1304	011012	311012	8	ПРСР, Мярка 312	EVN	0,0,3,4,1
1304	011112	301112	4	ПРСР, Мярка 312	EVN	0,0,0,2,2
1305	010812	300912	5	няма	EVN	0,0,0,0,0,0,0,2,3
1306	010612	300912	6	няма	ЧЕЗ	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
1307	010712	311012	10	няма	ЧЕЗ	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1
1308	010612	300912	20	няма	ЧЕЗ	0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,3
1309	120612	300912	22	няма	EVN	0,0,0,0,0,0,0,0,0,1,4,3,4,3,4,3
1310	010712	300912	12	няма	EVN	0,0,0,0,0,0,0,0,0,0,2,3,4,3
1311	010712	300912	12	няма	EVN	0,0,0,0,0,0,0,0,0,0,2,3,4,3
1312	010712	300912	15	няма	EVN	0,0,0,0,0,0,0,0,0,1,4,3,4,3
1313	210612	310812	66	няма	EVN	4,7,7,7,7,7,7,7,7,4,2
1313	010912	300912	23	няма	EVN	2,7,7,4,3
1313	011012	311012	19	няма	EVN	7,4,3,4,1
1313	011112	301112	10	няма	EVN	0,1,3,4,2
1314	210612	310812	66	няма	EVN	4,7,7,7,7,7,7,7,7,4,2
1314	010912	300912	24	няма	EVN	2,7,7,5,3
1314	011012	311012	18	няма	EVN	6,4,3,4,1
1314	011112	301112	10	няма	EVN	0,1,3,4,2
1315	010912	300912	9	няма	EVN	0,0,2,4,3
1316	210412	250412	3	няма	Енерго-Про Продажби	2,1
1316	260412	301012	13	няма	Енерго-Про Продажби	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,3,1
1316	311012	291112	7	няма	Енерго-Про Продажби	0,0,2,3,2
1317	011012	301012	9	ПРСР, Мярка 311	Енерго-Про Продажби	0,1,4,3,1
1317	311012	291112	4	ПРСР, Мярка 311	Енерго-Про Продажби	0,0,0,2,2
1317	301112	271212	2	ПРСР, Мярка 311	Енерго-Про Продажби	0,0,0,0,2
1318	270612	300912	14	няма	EVN	0,0,0,0,0,0,0,0,0,0,4,3,4,3
1319	010212	300612	37102	няма	НЕК	1230,1722,1722,1722,1722,1722,1722,1722,1722,1720,1718,1719,1718,1719,1718,1719,1718,1719,1718,1719,1718,1473
1319	010712	310712	7632	няма	НЕК	246,1722,1722,1724,1725,493
1319	010812	310812	7773	няма	НЕК	1255,1757,1755,1754,1252
1319	010912	300912	7089	няма	НЕК	472,1652,1654,1656,1655
1319	011012	311012	10198	няма	НЕК	2303,2303,2303,2303,986
1319	011112	301112	10261	няма	НЕК	1368,2394,2394,2394,1711
1320	030612	311012	24	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,3,4,3,4,1
1321	081012	311012	13	няма	ЧЕЗ	5,3,4,1
1321	011112	301112	12	няма	ЧЕЗ	0,3,3,4,2
1322	280612	301012	28	няма	Енерго-Про Продажби	0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,3,4,3,1
1323	280612	301012	31	ПРСР, Мярка 312	Енерго-Про Продажби	0,0,0,0,0,0,0,0,0,2,4,3,4,3,4,3,4,3,1
1324	280612	301012	29	ПРСР, Мярка 311	Енерго-Про Продажби	0,0,0,0,0,0,0,0,0,0,4,3,4,3,4,3,4,3,1
1325	280612	301012	66	ПРСР, Мярка 311	Енерго-Про Продажби	4,5,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,1
1326	280612	301012	67	няма	Енерго-Про Продажби	4,6,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,1
1327	011012	311012	25	няма	Енерго-Про Продажби	7,7,6,4,1
1328	080312	301012	356	няма	Енерго-Про Продажби	7,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,3
1328	311012	291112	105	няма	Енерго-Про Продажби	18,24,25,24,14
1329	011012	311012	140	няма	Енерго-Про Продажби	32,32,31,32,13
1329	301012	291112	154	няма	Енерго-Про Продажби	30,35,35,35,19
1330	161012	311012	9	няма	ЧЕЗ	4,4,1
1330	011112	301112	12	няма	ЧЕЗ	0,3,3,4,2
1331	161012	311012	9	няма	ЧЕЗ	4,4,1
1331	011112	301112	11	няма	ЧЕЗ	0,2,3,4,2
1332	161012	311012	8	няма	ЧЕЗ	3,4,1
1332	011112	301112	12	няма	ЧЕЗ	0,3,3,4,2
1333	210612	301012	10	няма	Енерго-Про Продажби	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,1
1333	311012	291112	6	няма	Енерго-Про Продажби	0,0,1,3,2
1334	210612	301012	10	няма	Енерго-Про Продажби	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,1
1334	311012	291112	6	няма	Енерго-Про Продажби	0,0,1,3,2
1335	210612	301012	10	няма	Енерго-Про Продажби	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,1
1335	311012	291112	6	няма	Енерго-Про Продажби	0,0,1,3,2
1336	010712	311012	13	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,4,1
1337	210612	301012	107	няма	Енерго-Про Продажби	4,7,7,7,7,7,7,7,7,7,7,7,4,4,3,4,3,4,3,1
1337	311012	291112	71	няма	Енерго-Про Продажби	10,16,18,17,10
1338	110612	301012	3	ПРСР, Мярка 312	Енерго-Про Продажби	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1338	311012	291112	5	ПРСР, Мярка 312	Енерго-Про Продажби	0,0,0,3,2
1339	280612	301012	3	няма	Енерго-Про Продажби	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1339	311012	291112	6	няма	Енерго-Про Продажби	0,0,1,3,2
1339	301112	271212	3	няма	Енерго-Про Продажби	0,0,0,1,2
1340	250412	311012	30	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,4,3,4,3,4,1
1341	280612	300912	7	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,4,3
1342	010712	311012	19	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,4,1
1343	180912	311012	414	няма	EVN	54,66,66,67,66,67,28
1343	011112	301112	168	няма	EVN	24,40,38,39,27
1344	010812	311012	6	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,1,4,1
1345	010712	311012	17	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,3,4,1
1346	010412	311012	9	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1
1347	010812	311012	11	няма	EVN	0,0,0,0,0,0,0,0,0,0,3,3,4,1
1348	010712	311012	12	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,1
1349	010712	311012	3	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1350	010712	311012	13	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,4,1
1351	010612	311012	28	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,4,3,4,3,4,1
1352	301012	291112	6	няма	Енерго-Про Продажби	0,0,1,3,2
1353	120612	301012	5	ПРСР, Мярка 312	Енерго-Про Продажби	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
1353	311012	291112	5	ПРСР, Мярка 312	Енерго-Про Продажби	0,0,0,3,2
1354	290912	301012	5	ПРСР, Мярка 312	Енерго-Про Продажби	0,0,0,1,3,1
1354	311012	291112	5	ПРСР, Мярка 312	Енерго-Про Продажби	0,0,0,3,2
1355	220612	301012	2	ПРСР, Мярка 312	Енерго-Про Продажби	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1355	311012	291112	5	ПРСР, Мярка 312	Енерго-Про Продажби	0,0,0,3,2
1356	191012	311012	204	няма	ЧЕЗ	48,110,46
1356	011112	301112	354	няма	ЧЕЗ	48,84,84,81,57
1357	010112	311012	9	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1
1358	010912	300912	947	няма	EVN	64,222,220,221,220
1358	011012	311012	275	няма	EVN	63,63,63,61,25
1358	011112	301112	142	няма	EVN	20,35,33,32,22
1359	010712	311012	10	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1
1360	260612	291112	5	ПРСР, Мярка 312	Енерго-Про Продажби	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
1361	140812	301112	676	няма	EVN	36,42,42,42,42,42,42,42,42,44,46,45,46,45,46,32
1362	300512	180612	3	няма	Енерго-Про Продажби	0,0,3,0
1362	190612	291112	9	няма	Енерго-Про Продажби	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2
1363	010812	301112	59	ПРСР, Мярка 312	EVN	1,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2
1364	010812	301112	58	няма	EVN	0,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2
1365	010712	301112	63	ПРСР, Мярка 312	EVN	0,0,0,0,1,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2
1366	250612	291112	1	няма	Енерго-Про Продажби	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1367	010812	301112	16	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,2
1368	010712	301112	12	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,2
1369	231112	301112	43	няма	ЧЕЗ	16,27
1370	280612	291112	5	няма	Енерго-Про Продажби	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
1371	010512	301112	35	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,4,3,4,3,4,3,4,2
1372	010812	301112	17	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,4,2
1373	011112	301112	36	няма	EVN	4,7,7,11,7
1374	190612	301112	58	няма	Енерго-Про Продажби	0,0,0,0,0,0,0,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2
1375	250612	291112	4	ПРСР, Мярка 311	Енерго-Про Продажби	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1376	011112	301112	1	няма	EVN	0,0,0,0,1
1377	010812	310812	21	ПРСР, Мярка 312	EVN	5,7,3,4,2
1377	010912	300912	9	ПРСР, Мярка 312	EVN	0,0,2,4,3
1377	011012	311012	8	ПРСР, Мярка 312	EVN	0,0,3,4,1
1377	011112	301112	4	ПРСР, Мярка 312	EVN	0,0,0,2,2
1378	010812	301112	40	ПРСР, Мярка 312	EVN	0,0,0,0,0,0,3,3,4,3,4,3,4,3,4,3,4,2
1379	010712	301112	17	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,4,2
1380	060612	301112	90	няма	EVN	4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2
